sample_id,prompt_id,model_variant,arrangement,order,scoring_mode,chosen_tokens,rejected_tokens,chosen_loss,rejected_loss,loss_difference,truncated
ultrafeedback_cleaned_olmo2_7b-request-36-395,ultrafeedback_cleaned_olmo2_7b-request-36-395,base,swapped,forward,isolated_branch,121,122,1.9690147638320923,2.063169002532959,-0.0941542387008667,False
ultrafeedback_cleaned_olmo2_7b-request-36-395,ultrafeedback_cleaned_olmo2_7b-request-36-395,base,swapped,reverse,full_sequence,121,122,1.9847403764724731,1.927040696144104,0.05769968032836914,False
ultrafeedback_cleaned_olmo2_7b-request-36-395,ultrafeedback_cleaned_olmo2_7b-request-36-395,base,swapped,reverse,isolated_branch,121,122,1.9690147638320923,2.063169002532959,-0.0941542387008667,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-45-888,tulu_v3.9_wildjailbreak_decontaminated_50k-request-45-888,base,aligned,forward,isolated_branch,752,400,1.3864537477493286,1.4307823181152344,-0.04432857036590576,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-45-888,tulu_v3.9_wildjailbreak_decontaminated_50k-request-45-888,base,aligned,reverse,isolated_branch,752,400,1.3864537477493286,1.4307823181152344,-0.04432857036590576,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-45-888,tulu_v3.9_wildjailbreak_decontaminated_50k-request-45-888,base,swapped,forward,isolated_branch,752,400,1.3848834037780762,1.4331501722335815,-0.04826676845550537,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-45-888,tulu_v3.9_wildjailbreak_decontaminated_50k-request-45-888,base,swapped,reverse,isolated_branch,752,400,1.3848834037780762,1.4331501722335815,-0.04826676845550537,False
valpy_if_qwq_reasoning_verified_no_reasoning-request-47-955,valpy_if_qwq_reasoning_verified_no_reasoning-request-47-955,base,aligned,forward,full_sequence,36,19,2.7693991661071777,0.7280581593513489,2.041341006755829,False
valpy_if_qwq_reasoning_verified_no_reasoning-request-47-955,valpy_if_qwq_reasoning_verified_no_reasoning-request-47-955,base,aligned,forward,isolated_branch,36,19,2.7629754543304443,0.3966854512691498,2.3662900030612946,False
valpy_if_qwq_reasoning_verified_no_reasoning-request-47-955,valpy_if_qwq_reasoning_verified_no_reasoning-request-47-955,base,aligned,reverse,full_sequence,36,19,3.117218017578125,0.38150617480278015,2.735711842775345,False
valpy_if_qwq_reasoning_verified_no_reasoning-request-47-955,valpy_if_qwq_reasoning_verified_no_reasoning-request-47-955,base,aligned,reverse,isolated_branch,36,19,2.7629754543304443,0.3966854512691498,2.3662900030612946,False
valpy_if_qwq_reasoning_verified_no_reasoning-request-47-955,valpy_if_qwq_reasoning_verified_no_reasoning-request-47-955,base,swapped,forward,full_sequence,36,19,2.9972643852233887,0.3578586280345917,2.639405757188797,False
valpy_if_qwq_reasoning_verified_no_reasoning-request-47-955,valpy_if_qwq_reasoning_verified_no_reasoning-request-47-955,base,swapped,forward,isolated_branch,36,19,2.859013795852661,0.3878658711910248,2.4711479246616364,False
valpy_if_qwq_reasoning_verified_no_reasoning-request-47-955,valpy_if_qwq_reasoning_verified_no_reasoning-request-47-955,base,swapped,reverse,full_sequence,36,19,2.8666749000549316,0.8289216756820679,2.0377532243728638,False
valpy_if_qwq_reasoning_verified_no_reasoning-request-47-955,valpy_if_qwq_reasoning_verified_no_reasoning-request-47-955,base,swapped,reverse,isolated_branch,36,19,2.859013795852661,0.3878658711910248,2.4711479246616364,False
evol_codealpaca_heval_decontaminated-request-63-146,evol_codealpaca_heval_decontaminated-request-63-146,base,aligned,forward,full_sequence,323,329,1.3713879585266113,0.8872678875923157,0.48412007093429565,False
evol_codealpaca_heval_decontaminated-request-63-146,evol_codealpaca_heval_decontaminated-request-63-146,base,aligned,forward,isolated_branch,323,329,1.3703532218933105,0.9019327759742737,0.46842044591903687,False
evol_codealpaca_heval_decontaminated-request-63-146,evol_codealpaca_heval_decontaminated-request-63-146,base,aligned,reverse,full_sequence,323,329,1.2829989194869995,0.9030600190162659,0.37993890047073364,False
evol_codealpaca_heval_decontaminated-request-63-146,evol_codealpaca_heval_decontaminated-request-63-146,base,aligned,reverse,isolated_branch,323,329,1.3703532218933105,0.9019327759742737,0.46842044591903687,False
evol_codealpaca_heval_decontaminated-request-63-146,evol_codealpaca_heval_decontaminated-request-63-146,base,swapped,forward,full_sequence,323,329,1.2942428588867188,0.9020784497261047,0.392164409160614,False
evol_codealpaca_heval_decontaminated-request-63-146,evol_codealpaca_heval_decontaminated-request-63-146,base,swapped,forward,isolated_branch,323,329,1.370477318763733,0.9007866382598877,0.4696906805038452,False
evol_codealpaca_heval_decontaminated-request-63-146,evol_codealpaca_heval_decontaminated-request-63-146,base,swapped,reverse,full_sequence,323,329,1.3714733123779297,0.8501654863357544,0.5213078260421753,False
evol_codealpaca_heval_decontaminated-request-63-146,evol_codealpaca_heval_decontaminated-request-63-146,base,swapped,reverse,isolated_branch,323,329,1.370477318763733,0.9007866382598877,0.4696906805038452,False
flan_v2_converted-request-68-620,flan_v2_converted-request-68-620,base,aligned,forward,full_sequence,1,316,9.642631530761719,1.124252200126648,8.51837933063507,False
flan_v2_converted-request-68-620,flan_v2_converted-request-68-620,base,aligned,forward,isolated_branch,1,316,9.642642974853516,1.143146276473999,8.499496698379517,False
flan_v2_converted-request-68-620,flan_v2_converted-request-68-620,base,aligned,reverse,full_sequence,1,316,12.27478313446045,1.143146276473999,11.13163685798645,False
flan_v2_converted-request-68-620,flan_v2_converted-request-68-620,base,aligned,reverse,isolated_branch,1,316,9.642642974853516,1.143146276473999,8.499496698379517,False
flan_v2_converted-request-68-620,flan_v2_converted-request-68-620,base,swapped,forward,full_sequence,1,316,12.376587867736816,1.1106688976287842,11.265918970108032,False
flan_v2_converted-request-68-620,flan_v2_converted-request-68-620,base,swapped,forward,isolated_branch,1,316,11.699268341064453,1.1106688976287842,10.588599443435669,False
flan_v2_converted-request-68-620,flan_v2_converted-request-68-620,base,swapped,reverse,full_sequence,1,316,11.699257850646973,1.1313879489898682,10.567869901657104,False
flan_v2_converted-request-68-620,flan_v2_converted-request-68-620,base,swapped,reverse,isolated_branch,1,316,11.699268341064453,1.1106688976287842,10.588599443435669,False
OpenThoughts3-full-filtered-science-no-cot-request-83-740,OpenThoughts3-full-filtered-science-no-cot-request-83-740,base,aligned,forward,full_sequence,537,205,1.4764243364334106,0.8580324053764343,0.6183919310569763,False
OpenThoughts3-full-filtered-science-no-cot-request-83-740,OpenThoughts3-full-filtered-science-no-cot-request-83-740,base,aligned,forward,isolated_branch,537,205,1.4776723384857178,0.8379611968994141,0.6397111415863037,False
OpenThoughts3-full-filtered-science-no-cot-request-83-740,OpenThoughts3-full-filtered-science-no-cot-request-83-740,base,aligned,reverse,full_sequence,537,205,1.4917546510696411,0.8297961950302124,0.6619584560394287,False
OpenThoughts3-full-filtered-science-no-cot-request-83-740,OpenThoughts3-full-filtered-science-no-cot-request-83-740,base,aligned,reverse,isolated_branch,537,205,1.4776723384857178,0.8379611968994141,0.6397111415863037,False
OpenThoughts3-full-filtered-science-no-cot-request-83-740,OpenThoughts3-full-filtered-science-no-cot-request-83-740,base,swapped,forward,full_sequence,537,205,1.5043666362762451,0.8195992708206177,0.6847673654556274,False
OpenThoughts3-full-filtered-science-no-cot-request-83-740,OpenThoughts3-full-filtered-science-no-cot-request-83-740,base,swapped,forward,isolated_branch,537,205,1.4908592700958252,0.8276448249816895,0.6632144451141357,False
OpenThoughts3-full-filtered-science-no-cot-request-83-740,OpenThoughts3-full-filtered-science-no-cot-request-83-740,base,swapped,reverse,full_sequence,537,205,1.489419937133789,0.8308480381965637,0.6585718989372253,False
OpenThoughts3-full-filtered-science-no-cot-request-83-740,OpenThoughts3-full-filtered-science-no-cot-request-83-740,base,swapped,reverse,isolated_branch,537,205,1.4908592700958252,0.8276448249816895,0.6632144451141357,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,base,aligned,forward,full_sequence,56,104,1.6289784908294678,1.6052464246749878,0.02373206615447998,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,base,aligned,forward,isolated_branch,56,104,1.632971167564392,1.628186821937561,0.004784345626831055,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,base,aligned,reverse,full_sequence,56,104,1.665988564491272,1.622182011604309,0.04380655288696289,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,base,aligned,reverse,isolated_branch,56,104,1.632971167564392,1.628186821937561,0.004784345626831055,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,base,swapped,forward,full_sequence,56,104,1.694597601890564,1.6071587800979614,0.08743882179260254,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,base,swapped,forward,isolated_branch,56,104,1.655290126800537,1.6131216287612915,0.042168498039245605,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,base,swapped,reverse,full_sequence,56,104,1.6509438753128052,1.6074424982070923,0.04350137710571289,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,base,swapped,reverse,isolated_branch,56,104,1.655290126800537,1.6131216287612915,0.042168498039245605,False
ultrafeedback_cleaned_olmo2_7b-request-10-45,ultrafeedback_cleaned_olmo2_7b-request-10-45,base,aligned,forward,isolated_branch,774,726,1.1684856414794922,0.793406069278717,0.37507957220077515,False
ultrafeedback_cleaned_olmo2_7b-request-10-45,ultrafeedback_cleaned_olmo2_7b-request-10-45,base,aligned,reverse,isolated_branch,774,726,1.1684856414794922,0.793406069278717,0.37507957220077515,False
ultrafeedback_cleaned_olmo2_7b-request-10-45,ultrafeedback_cleaned_olmo2_7b-request-10-45,base,swapped,forward,isolated_branch,774,726,1.1698442697525024,0.7965044379234314,0.37333983182907104,False
ultrafeedback_cleaned_olmo2_7b-request-10-45,ultrafeedback_cleaned_olmo2_7b-request-10-45,base,swapped,reverse,isolated_branch,774,726,1.1698442697525024,0.7965044379234314,0.37333983182907104,False
valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,base,aligned,forward,full_sequence,88,9,0.8540236353874207,0.9455426335334778,-0.09151899814605713,False
valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,base,aligned,forward,isolated_branch,88,9,0.8582741618156433,0.7102140784263611,0.14806008338928223,False
valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,base,aligned,reverse,full_sequence,88,9,0.8902751207351685,0.68886798620224,0.20140713453292847,False
valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,base,aligned,reverse,isolated_branch,88,9,0.8582741618156433,0.7102140784263611,0.14806008338928223,False
valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,base,swapped,forward,full_sequence,88,9,0.9182132482528687,0.6365932822227478,0.28161996603012085,False
valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,base,swapped,forward,isolated_branch,88,9,0.8781842589378357,0.7212263941764832,0.15695786476135254,False
valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,base,swapped,reverse,full_sequence,88,9,0.8745459914207458,0.9069315791130066,-0.03238558769226074,False
valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,base,swapped,reverse,isolated_branch,88,9,0.8781842589378357,0.7212263941764832,0.15695786476135254,False
evol_codealpaca_heval_decontaminated-request-1-883,evol_codealpaca_heval_decontaminated-request-1-883,base,aligned,forward,full_sequence,529,134,0.7300074696540833,1.2223533391952515,-0.4923458695411682,False
evol_codealpaca_heval_decontaminated-request-1-883,evol_codealpaca_heval_decontaminated-request-1-883,base,aligned,forward,isolated_branch,528,134,0.7366828322410583,1.2775707244873047,-0.5408878922462463,False
evol_codealpaca_heval_decontaminated-request-1-883,evol_codealpaca_heval_decontaminated-request-1-883,base,aligned,reverse,full_sequence,528,134,0.6915953755378723,1.2690194845199585,-0.5774241089820862,False
evol_codealpaca_heval_decontaminated-request-1-883,evol_codealpaca_heval_decontaminated-request-1-883,base,aligned,reverse,isolated_branch,528,134,0.7366828322410583,1.2775707244873047,-0.5408878922462463,False
evol_codealpaca_heval_decontaminated-request-1-883,evol_codealpaca_heval_decontaminated-request-1-883,base,swapped,forward,full_sequence,528,134,0.6889607310295105,1.2640230655670166,-0.5750623345375061,False
evol_codealpaca_heval_decontaminated-request-1-883,evol_codealpaca_heval_decontaminated-request-1-883,base,swapped,forward,isolated_branch,528,134,0.7296305894851685,1.2717266082763672,-0.5420960187911987,False
evol_codealpaca_heval_decontaminated-request-1-883,evol_codealpaca_heval_decontaminated-request-1-883,base,swapped,reverse,full_sequence,529,134,0.7230491638183594,1.2208380699157715,-0.4977889060974121,False
evol_codealpaca_heval_decontaminated-request-1-883,evol_codealpaca_heval_decontaminated-request-1-883,base,swapped,reverse,isolated_branch,528,134,0.7296305894851685,1.2717266082763672,-0.5420960187911987,False
evol_codealpaca_heval_decontaminated-request-8-924,evol_codealpaca_heval_decontaminated-request-8-924,base,aligned,forward,full_sequence,530,223,1.5093576908111572,0.8490898013114929,0.6602678894996643,False
evol_codealpaca_heval_decontaminated-request-8-924,evol_codealpaca_heval_decontaminated-request-8-924,base,aligned,forward,isolated_branch,530,223,1.5085196495056152,0.8380259871482849,0.6704936623573303,False
evol_codealpaca_heval_decontaminated-request-8-924,evol_codealpaca_heval_decontaminated-request-8-924,base,aligned,reverse,full_sequence,530,223,1.5662448406219482,0.8329460024833679,0.7332988381385803,False
evol_codealpaca_heval_decontaminated-request-8-924,evol_codealpaca_heval_decontaminated-request-8-924,base,aligned,reverse,isolated_branch,530,223,1.5085196495056152,0.8380259871482849,0.6704936623573303,False
evol_codealpaca_heval_decontaminated-request-8-924,evol_codealpaca_heval_decontaminated-request-8-924,base,swapped,forward,full_sequence,530,223,1.5660815238952637,0.8336506485939026,0.7324308753013611,False
evol_codealpaca_heval_decontaminated-request-8-924,evol_codealpaca_heval_decontaminated-request-8-924,base,swapped,forward,isolated_branch,530,223,1.510881781578064,0.8383952975273132,0.6724864840507507,False
evol_codealpaca_heval_decontaminated-request-8-924,evol_codealpaca_heval_decontaminated-request-8-924,base,swapped,reverse,full_sequence,530,223,1.5116610527038574,0.8258897066116333,0.6857713460922241,False
evol_codealpaca_heval_decontaminated-request-8-924,evol_codealpaca_heval_decontaminated-request-8-924,base,swapped,reverse,isolated_branch,530,223,1.510881781578064,0.8383952975273132,0.6724864840507507,False
flan_v2_converted-request-7-29,flan_v2_converted-request-7-29,base,aligned,forward,full_sequence,71,80,1.5304980278015137,1.1722921133041382,0.3582059144973755,False
flan_v2_converted-request-7-29,flan_v2_converted-request-7-29,base,aligned,forward,isolated_branch,71,80,1.5304980278015137,1.3593889474868774,0.17110908031463623,False
flan_v2_converted-request-7-29,flan_v2_converted-request-7-29,base,aligned,reverse,full_sequence,71,80,1.3058956861495972,1.3593889474868774,-0.05349326133728027,False
flan_v2_converted-request-7-29,flan_v2_converted-request-7-29,base,aligned,reverse,isolated_branch,71,80,1.5304980278015137,1.3593889474868774,0.17110908031463623,False
flan_v2_converted-request-7-29,flan_v2_converted-request-7-29,base,swapped,forward,full_sequence,71,80,1.3145438432693481,1.3584903478622437,-0.04394650459289551,False
flan_v2_converted-request-7-29,flan_v2_converted-request-7-29,base,swapped,forward,isolated_branch,71,80,1.4901584386825562,1.3584903478622437,0.1316680908203125,False
flan_v2_converted-request-7-29,flan_v2_converted-request-7-29,base,swapped,reverse,full_sequence,71,80,1.4901584386825562,1.114412546157837,0.37574589252471924,False
flan_v2_converted-request-7-29,flan_v2_converted-request-7-29,base,swapped,reverse,isolated_branch,71,80,1.4901584386825562,1.3584903478622437,0.1316680908203125,False
evol_codealpaca_heval_decontaminated-request-43-680,evol_codealpaca_heval_decontaminated-request-43-680,base,aligned,forward,full_sequence,461,281,1.4230204820632935,0.7329896688461304,0.6900308132171631,False
evol_codealpaca_heval_decontaminated-request-43-680,evol_codealpaca_heval_decontaminated-request-43-680,base,aligned,forward,isolated_branch,461,281,1.4242277145385742,1.018925666809082,0.4053020477294922,False
evol_codealpaca_heval_decontaminated-request-43-680,evol_codealpaca_heval_decontaminated-request-43-680,base,aligned,reverse,full_sequence,461,281,1.2767313718795776,1.020768642425537,0.2559627294540405,False
evol_codealpaca_heval_decontaminated-request-43-680,evol_codealpaca_heval_decontaminated-request-43-680,base,aligned,reverse,isolated_branch,461,281,1.4242277145385742,1.018925666809082,0.4053020477294922,False
evol_codealpaca_heval_decontaminated-request-43-680,evol_codealpaca_heval_decontaminated-request-43-680,base,swapped,forward,full_sequence,461,281,1.2914414405822754,1.0193346738815308,0.27210676670074463,False
evol_codealpaca_heval_decontaminated-request-43-680,evol_codealpaca_heval_decontaminated-request-43-680,base,swapped,forward,isolated_branch,461,281,1.4223496913909912,1.0174815654754639,0.40486812591552734,False
evol_codealpaca_heval_decontaminated-request-43-680,evol_codealpaca_heval_decontaminated-request-43-680,base,swapped,reverse,full_sequence,461,281,1.4209864139556885,0.7188612222671509,0.7021251916885376,False
evol_codealpaca_heval_decontaminated-request-43-680,evol_codealpaca_heval_decontaminated-request-43-680,base,swapped,reverse,isolated_branch,461,281,1.4223496913909912,1.0174815654754639,0.40486812591552734,False
correct-python-sft-187k-request-98-996,correct-python-sft-187k-request-98-996,base,aligned,forward,full_sequence,358,208,0.7286463975906372,0.7878092527389526,-0.05916285514831543,False
correct-python-sft-187k-request-98-996,correct-python-sft-187k-request-98-996,base,aligned,forward,isolated_branch,357,208,0.7405487895011902,0.8939378261566162,-0.15338903665542603,False
correct-python-sft-187k-request-98-996,correct-python-sft-187k-request-98-996,base,aligned,reverse,full_sequence,357,208,0.6499501466751099,0.8975688815116882,-0.24761873483657837,False
correct-python-sft-187k-request-98-996,correct-python-sft-187k-request-98-996,base,aligned,reverse,isolated_branch,357,208,0.7405487895011902,0.8939378261566162,-0.15338903665542603,False
correct-python-sft-187k-request-98-996,correct-python-sft-187k-request-98-996,base,swapped,forward,full_sequence,357,208,0.6530039310455322,0.8859121799468994,-0.2329082489013672,False
correct-python-sft-187k-request-98-996,correct-python-sft-187k-request-98-996,base,swapped,forward,isolated_branch,357,208,0.7398562431335449,0.8815727829933167,-0.14171653985977173,False
correct-python-sft-187k-request-98-996,correct-python-sft-187k-request-98-996,base,swapped,reverse,full_sequence,358,208,0.7281463146209717,0.7871944308280945,-0.0590481162071228,False
correct-python-sft-187k-request-98-996,correct-python-sft-187k-request-98-996,base,swapped,reverse,isolated_branch,357,208,0.7398562431335449,0.8815727829933167,-0.14171653985977173,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-32-738,tulu_v3.9_wildjailbreak_decontaminated_50k-request-32-738,base,aligned,forward,isolated_branch,568,447,1.9153764247894287,1.5568476915359497,0.358528733253479,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-32-738,tulu_v3.9_wildjailbreak_decontaminated_50k-request-32-738,base,aligned,reverse,isolated_branch,568,447,1.9153764247894287,1.5568476915359497,0.358528733253479,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-32-738,tulu_v3.9_wildjailbreak_decontaminated_50k-request-32-738,base,swapped,forward,isolated_branch,568,447,1.910398244857788,1.5646616220474243,0.34573662281036377,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-32-738,tulu_v3.9_wildjailbreak_decontaminated_50k-request-32-738,base,swapped,reverse,isolated_branch,568,447,1.910398244857788,1.5646616220474243,0.34573662281036377,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-43-668,tulu_v3.9_wildjailbreak_decontaminated_50k-request-43-668,base,aligned,forward,full_sequence,666,227,2.147477388381958,1.477582573890686,0.669894814491272,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-43-668,tulu_v3.9_wildjailbreak_decontaminated_50k-request-43-668,base,aligned,forward,isolated_branch,666,227,2.143507480621338,1.5398486852645874,0.6036587953567505,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-43-668,tulu_v3.9_wildjailbreak_decontaminated_50k-request-43-668,base,aligned,reverse,full_sequence,666,227,2.0855066776275635,1.5381218194961548,0.5473848581314087,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-43-668,tulu_v3.9_wildjailbreak_decontaminated_50k-request-43-668,base,aligned,reverse,isolated_branch,666,227,2.143507480621338,1.5398486852645874,0.6036587953567505,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-43-668,tulu_v3.9_wildjailbreak_decontaminated_50k-request-43-668,base,swapped,forward,full_sequence,666,227,2.085421085357666,1.5545061826705933,0.5309149026870728,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-43-668,tulu_v3.9_wildjailbreak_decontaminated_50k-request-43-668,base,swapped,forward,isolated_branch,666,227,2.139652967453003,1.5557658672332764,0.5838871002197266,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-43-668,tulu_v3.9_wildjailbreak_decontaminated_50k-request-43-668,base,swapped,reverse,full_sequence,666,227,2.1437337398529053,1.4742087125778198,0.6695250272750854,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-43-668,tulu_v3.9_wildjailbreak_decontaminated_50k-request-43-668,base,swapped,reverse,isolated_branch,666,227,2.139652967453003,1.5557658672332764,0.5838871002197266,False
correct-python-sft-187k-request-157-775,correct-python-sft-187k-request-157-775,base,aligned,forward,full_sequence,262,167,1.0289828777313232,0.7315888404846191,0.2973940372467041,False
correct-python-sft-187k-request-157-775,correct-python-sft-187k-request-157-775,base,aligned,forward,isolated_branch,262,167,1.0264880657196045,0.8891086578369141,0.13737940788269043,False
correct-python-sft-187k-request-157-775,correct-python-sft-187k-request-157-775,base,aligned,reverse,full_sequence,262,168,0.8931259512901306,0.8616560101509094,0.03146994113922119,False
correct-python-sft-187k-request-157-775,correct-python-sft-187k-request-157-775,base,aligned,reverse,isolated_branch,262,167,1.0264880657196045,0.8891086578369141,0.13737940788269043,False
correct-python-sft-187k-request-157-775,correct-python-sft-187k-request-157-775,base,swapped,forward,full_sequence,262,168,0.9005576372146606,0.8393206000328064,0.06123703718185425,False
correct-python-sft-187k-request-157-775,correct-python-sft-187k-request-157-775,base,swapped,forward,isolated_branch,262,167,1.035083293914795,0.8665547966957092,0.1685284972190857,False
correct-python-sft-187k-request-157-775,correct-python-sft-187k-request-157-775,base,swapped,reverse,full_sequence,262,167,1.0374648571014404,0.7305967211723328,0.30686813592910767,False
correct-python-sft-187k-request-157-775,correct-python-sft-187k-request-157-775,base,swapped,reverse,isolated_branch,262,167,1.035083293914795,0.8665547966957092,0.1685284972190857,False
ultrafeedback_cleaned_olmo2_7b-request-29-33,ultrafeedback_cleaned_olmo2_7b-request-29-33,base,aligned,forward,full_sequence,3,3,0.9321223497390747,0.6554240584373474,0.2766982913017273,False
ultrafeedback_cleaned_olmo2_7b-request-29-33,ultrafeedback_cleaned_olmo2_7b-request-29-33,base,aligned,forward,isolated_branch,3,3,0.9321223497390747,0.7042504549026489,0.22787189483642578,False
ultrafeedback_cleaned_olmo2_7b-request-29-33,ultrafeedback_cleaned_olmo2_7b-request-29-33,base,aligned,reverse,full_sequence,3,3,0.7150822877883911,0.7042504549026489,0.010831832885742188,False
ultrafeedback_cleaned_olmo2_7b-request-29-33,ultrafeedback_cleaned_olmo2_7b-request-29-33,base,aligned,reverse,isolated_branch,3,3,0.9321223497390747,0.7042504549026489,0.22787189483642578,False
ultrafeedback_cleaned_olmo2_7b-request-29-33,ultrafeedback_cleaned_olmo2_7b-request-29-33,base,swapped,forward,full_sequence,3,3,0.6554240584373474,0.9321223497390747,-0.2766982913017273,False
ultrafeedback_cleaned_olmo2_7b-request-29-33,ultrafeedback_cleaned_olmo2_7b-request-29-33,base,swapped,forward,isolated_branch,3,3,0.7042504549026489,0.9321223497390747,-0.22787189483642578,False
ultrafeedback_cleaned_olmo2_7b-request-29-33,ultrafeedback_cleaned_olmo2_7b-request-29-33,base,swapped,reverse,full_sequence,3,3,0.7042504549026489,0.7150822877883911,-0.010831832885742188,False
ultrafeedback_cleaned_olmo2_7b-request-29-33,ultrafeedback_cleaned_olmo2_7b-request-29-33,base,swapped,reverse,isolated_branch,3,3,0.7042504549026489,0.9321223497390747,-0.22787189483642578,False
Wildchat-1M-gpt-4.1-regenerated-english-request-187-539,Wildchat-1M-gpt-4.1-regenerated-english-request-187-539,base,aligned,forward,isolated_branch,567,500,1.879065990447998,1.4389675855636597,0.4400984048843384,False
