sample_id,prompt_id,model_variant,arrangement,order,scoring_mode,chosen_tokens,rejected_tokens,chosen_loss,rejected_loss,loss_difference,truncated
valpy_if_qwq_reasoning_verified_no_reasoning-request-47-955,valpy_if_qwq_reasoning_verified_no_reasoning-request-47-955,lora,aligned,reverse,full_sequence,36,19,2.49253511428833,0.16996289789676666,2.3225722163915634,False
valpy_if_qwq_reasoning_verified_no_reasoning-request-47-955,valpy_if_qwq_reasoning_verified_no_reasoning-request-47-955,lora,aligned,reverse,isolated_branch,36,19,2.3822073936462402,0.21611253917217255,2.1660948544740677,False
valpy_if_qwq_reasoning_verified_no_reasoning-request-47-955,valpy_if_qwq_reasoning_verified_no_reasoning-request-47-955,lora,swapped,forward,full_sequence,36,19,2.435349464416504,0.08090263605117798,2.354446828365326,False
valpy_if_qwq_reasoning_verified_no_reasoning-request-47-955,valpy_if_qwq_reasoning_verified_no_reasoning-request-47-955,lora,swapped,forward,isolated_branch,36,19,2.486274242401123,0.23456290364265442,2.2517113387584686,False
valpy_if_qwq_reasoning_verified_no_reasoning-request-47-955,valpy_if_qwq_reasoning_verified_no_reasoning-request-47-955,lora,swapped,reverse,full_sequence,36,19,2.5080597400665283,0.3215683400630951,2.1864914000034332,False
valpy_if_qwq_reasoning_verified_no_reasoning-request-47-955,valpy_if_qwq_reasoning_verified_no_reasoning-request-47-955,lora,swapped,reverse,isolated_branch,36,19,2.486274242401123,0.23456290364265442,2.2517113387584686,False
evol_codealpaca_heval_decontaminated-request-63-146,evol_codealpaca_heval_decontaminated-request-63-146,lora,aligned,forward,full_sequence,323,329,1.0595557689666748,0.738787829875946,0.32076793909072876,False
evol_codealpaca_heval_decontaminated-request-63-146,evol_codealpaca_heval_decontaminated-request-63-146,lora,aligned,forward,isolated_branch,323,329,1.0648419857025146,0.7526285648345947,0.3122134208679199,False
evol_codealpaca_heval_decontaminated-request-63-146,evol_codealpaca_heval_decontaminated-request-63-146,lora,aligned,reverse,full_sequence,323,329,1.0558483600616455,0.7515547871589661,0.30429357290267944,False
evol_codealpaca_heval_decontaminated-request-63-146,evol_codealpaca_heval_decontaminated-request-63-146,lora,aligned,reverse,isolated_branch,323,329,1.0648419857025146,0.7526285648345947,0.3122134208679199,False
evol_codealpaca_heval_decontaminated-request-63-146,evol_codealpaca_heval_decontaminated-request-63-146,lora,swapped,forward,full_sequence,323,329,1.0374305248260498,0.7510471343994141,0.28638339042663574,False
evol_codealpaca_heval_decontaminated-request-63-146,evol_codealpaca_heval_decontaminated-request-63-146,lora,swapped,forward,isolated_branch,323,329,1.0589098930358887,0.7556272149085999,0.3032826781272888,False
evol_codealpaca_heval_decontaminated-request-63-146,evol_codealpaca_heval_decontaminated-request-63-146,lora,swapped,reverse,full_sequence,323,329,1.0555596351623535,0.7501671314239502,0.3053925037384033,False
evol_codealpaca_heval_decontaminated-request-63-146,evol_codealpaca_heval_decontaminated-request-63-146,lora,swapped,reverse,isolated_branch,323,329,1.0589098930358887,0.7556272149085999,0.3032826781272888,False
flan_v2_converted-request-68-620,flan_v2_converted-request-68-620,lora,aligned,forward,full_sequence,1,316,5.876813888549805,0.9214205145835876,4.955393373966217,False
flan_v2_converted-request-68-620,flan_v2_converted-request-68-620,lora,aligned,forward,isolated_branch,1,316,5.876814365386963,0.9243017435073853,4.952512621879578,False
flan_v2_converted-request-68-620,flan_v2_converted-request-68-620,lora,aligned,reverse,full_sequence,1,316,13.57522201538086,0.9243017435073853,12.650920271873474,False
flan_v2_converted-request-68-620,flan_v2_converted-request-68-620,lora,aligned,reverse,isolated_branch,1,316,5.876814365386963,0.9243017435073853,4.952512621879578,False
flan_v2_converted-request-68-620,flan_v2_converted-request-68-620,lora,swapped,forward,full_sequence,1,316,12.67910099029541,0.8970439434051514,11.782057046890259,False
flan_v2_converted-request-68-620,flan_v2_converted-request-68-620,lora,swapped,forward,isolated_branch,1,316,10.750198364257812,0.8970439434051514,9.853154420852661,False
flan_v2_converted-request-68-620,flan_v2_converted-request-68-620,lora,swapped,reverse,full_sequence,1,316,10.750198364257812,0.9223206043243408,9.827877759933472,False
flan_v2_converted-request-68-620,flan_v2_converted-request-68-620,lora,swapped,reverse,isolated_branch,1,316,10.750198364257812,0.8970439434051514,9.853154420852661,False
OpenThoughts3-full-filtered-science-no-cot-request-83-740,OpenThoughts3-full-filtered-science-no-cot-request-83-740,lora,aligned,forward,full_sequence,537,205,1.2201544046401978,0.739490807056427,0.48066359758377075,False
OpenThoughts3-full-filtered-science-no-cot-request-83-740,OpenThoughts3-full-filtered-science-no-cot-request-83-740,lora,aligned,forward,isolated_branch,537,205,1.2280620336532593,0.7839023470878601,0.44415968656539917,False
OpenThoughts3-full-filtered-science-no-cot-request-83-740,OpenThoughts3-full-filtered-science-no-cot-request-83-740,lora,aligned,reverse,full_sequence,537,205,1.2360212802886963,0.7765961289405823,0.459425151348114,False
OpenThoughts3-full-filtered-science-no-cot-request-83-740,OpenThoughts3-full-filtered-science-no-cot-request-83-740,lora,aligned,reverse,isolated_branch,537,205,1.2280620336532593,0.7839023470878601,0.44415968656539917,False
OpenThoughts3-full-filtered-science-no-cot-request-83-740,OpenThoughts3-full-filtered-science-no-cot-request-83-740,lora,swapped,forward,full_sequence,537,205,1.232797622680664,0.7715743184089661,0.461223304271698,False
OpenThoughts3-full-filtered-science-no-cot-request-83-740,OpenThoughts3-full-filtered-science-no-cot-request-83-740,lora,swapped,forward,isolated_branch,537,205,1.230319857597351,0.782524049282074,0.4477958083152771,False
OpenThoughts3-full-filtered-science-no-cot-request-83-740,OpenThoughts3-full-filtered-science-no-cot-request-83-740,lora,swapped,reverse,full_sequence,537,205,1.2244815826416016,0.740373432636261,0.4841081500053406,False
OpenThoughts3-full-filtered-science-no-cot-request-83-740,OpenThoughts3-full-filtered-science-no-cot-request-83-740,lora,swapped,reverse,isolated_branch,537,205,1.230319857597351,0.782524049282074,0.4477958083152771,False
tulu-3-sft-personas-math-request-74-237,tulu-3-sft-personas-math-request-74-237,lora,aligned,forward,isolated_branch,983,813,0.23859988152980804,0.2676255404949188,-0.02902565896511078,False
tulu-3-sft-personas-math-request-74-237,tulu-3-sft-personas-math-request-74-237,lora,aligned,reverse,isolated_branch,983,813,0.23859988152980804,0.2676255404949188,-0.02902565896511078,False
tulu-3-sft-personas-math-request-74-237,tulu-3-sft-personas-math-request-74-237,lora,swapped,forward,isolated_branch,983,813,0.237721249461174,0.27200162410736084,-0.03428037464618683,False
tulu-3-sft-personas-math-request-74-237,tulu-3-sft-personas-math-request-74-237,lora,swapped,reverse,isolated_branch,983,813,0.237721249461174,0.27200162410736084,-0.03428037464618683,False
tulu-3-sft-personas-math-request-57-721,tulu-3-sft-personas-math-request-57-721,lora,aligned,forward,isolated_branch,1521,843,0.5042800903320312,0.8048850297927856,-0.3006049394607544,False
tulu-3-sft-personas-math-request-57-721,tulu-3-sft-personas-math-request-57-721,lora,aligned,reverse,isolated_branch,1521,843,0.5042800903320312,0.8048850297927856,-0.3006049394607544,False
tulu-3-sft-personas-math-request-57-721,tulu-3-sft-personas-math-request-57-721,lora,swapped,forward,isolated_branch,1521,843,0.5042356252670288,0.8045844435691833,-0.30034881830215454,False
tulu-3-sft-personas-math-request-57-721,tulu-3-sft-personas-math-request-57-721,lora,swapped,reverse,isolated_branch,1521,843,0.5042356252670288,0.8045844435691833,-0.30034881830215454,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,lora,aligned,forward,full_sequence,56,104,1.1689112186431885,1.254966139793396,-0.08605492115020752,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,lora,aligned,forward,isolated_branch,56,104,1.1784242391586304,1.2410253286361694,-0.06260108947753906,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,lora,aligned,reverse,full_sequence,56,104,1.3220021724700928,1.2308984994888306,0.09110367298126221,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,lora,aligned,reverse,isolated_branch,56,104,1.1784242391586304,1.2410253286361694,-0.06260108947753906,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,lora,swapped,forward,full_sequence,56,104,1.23544180393219,1.2166918516159058,0.01874995231628418,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,lora,swapped,forward,isolated_branch,56,104,1.1647872924804688,1.2317529916763306,-0.06696569919586182,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,lora,swapped,reverse,full_sequence,56,104,1.1591943502426147,1.303587555885315,-0.1443932056427002,False
tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,tulu_v3.9_wildjailbreak_decontaminated_50k-request-47-917,lora,swapped,reverse,isolated_branch,56,104,1.1647872924804688,1.2317529916763306,-0.06696569919586182,False
ultrafeedback_cleaned_olmo2_7b-request-10-45,ultrafeedback_cleaned_olmo2_7b-request-10-45,lora,aligned,forward,full_sequence,774,726,0.9920344352722168,0.5914744138717651,0.40056002140045166,False
ultrafeedback_cleaned_olmo2_7b-request-10-45,ultrafeedback_cleaned_olmo2_7b-request-10-45,lora,aligned,forward,isolated_branch,774,726,0.9938111901283264,0.599547266960144,0.3942639231681824,False
ultrafeedback_cleaned_olmo2_7b-request-10-45,ultrafeedback_cleaned_olmo2_7b-request-10-45,lora,aligned,reverse,full_sequence,774,726,1.0019458532333374,0.5979366898536682,0.4040091633796692,False
ultrafeedback_cleaned_olmo2_7b-request-10-45,ultrafeedback_cleaned_olmo2_7b-request-10-45,lora,aligned,reverse,isolated_branch,774,726,0.9938111901283264,0.599547266960144,0.3942639231681824,False
ultrafeedback_cleaned_olmo2_7b-request-10-45,ultrafeedback_cleaned_olmo2_7b-request-10-45,lora,swapped,forward,full_sequence,774,726,0.9999352097511292,0.6019989848136902,0.39793622493743896,False
ultrafeedback_cleaned_olmo2_7b-request-10-45,ultrafeedback_cleaned_olmo2_7b-request-10-45,lora,swapped,forward,isolated_branch,774,726,0.9949334263801575,0.6047095656394958,0.3902238607406616,False
ultrafeedback_cleaned_olmo2_7b-request-10-45,ultrafeedback_cleaned_olmo2_7b-request-10-45,lora,swapped,reverse,full_sequence,774,726,0.9939599633216858,0.600202739238739,0.3937572240829468,False
ultrafeedback_cleaned_olmo2_7b-request-10-45,ultrafeedback_cleaned_olmo2_7b-request-10-45,lora,swapped,reverse,isolated_branch,774,726,0.9949334263801575,0.6047095656394958,0.3902238607406616,False
valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,lora,aligned,forward,full_sequence,88,9,0.6776328086853027,0.14999166131019592,0.5276411473751068,False
valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,lora,aligned,forward,isolated_branch,88,9,0.6974620819091797,0.3143816888332367,0.383080393075943,False
valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,lora,aligned,reverse,full_sequence,88,9,0.717220664024353,0.2166765332221985,0.5005441308021545,False
valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,lora,aligned,reverse,isolated_branch,88,9,0.6974620819091797,0.3143816888332367,0.383080393075943,False
valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,lora,swapped,forward,full_sequence,88,9,0.7059111595153809,0.20174704492092133,0.5041641145944595,False
valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,lora,swapped,forward,isolated_branch,88,9,0.7037084698677063,0.33146944642066956,0.37223902344703674,False
valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,lora,swapped,reverse,full_sequence,88,9,0.6891757249832153,0.24179485440254211,0.4473808705806732,False
valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,valpy_if_qwq_reasoning_verified_no_reasoning-request-69-405,lora,swapped,reverse,isolated_branch,88,9,0.7037084698677063,0.33146944642066956,0.37223902344703674,False
OpenThoughts3-full-filtered-science-no-cot-request-26-473,OpenThoughts3-full-filtered-science-no-cot-request-26-473,lora,aligned,forward,isolated_branch,922,1427,1.1754767894744873,0.5871067643165588,0.5883700251579285,False
OpenThoughts3-full-filtered-science-no-cot-request-26-473,OpenThoughts3-full-filtered-science-no-cot-request-26-473,lora,aligned,reverse,isolated_branch,922,1427,1.1754767894744873,0.5871067643165588,0.5883700251579285,False
OpenThoughts3-full-filtered-science-no-cot-request-26-473,OpenThoughts3-full-filtered-science-no-cot-request-26-473,lora,swapped,forward,isolated_branch,922,1427,1.1765962839126587,0.590610682964325,0.5859856009483337,False
OpenThoughts3-full-filtered-science-no-cot-request-26-473,OpenThoughts3-full-filtered-science-no-cot-request-26-473,lora,swapped,reverse,isolated_branch,922,1427,1.1765962839126587,0.590610682964325,0.5859856009483337,False
evol_codealpaca_heval_decontaminated-request-1-883,evol_codealpaca_heval_decontaminated-request-1-883,lora,aligned,forward,full_sequence,529,134,0.5311897993087769,0.873404324054718,-0.34221452474594116,False
evol_codealpaca_heval_decontaminated-request-1-883,evol_codealpaca_heval_decontaminated-request-1-883,lora,aligned,forward,isolated_branch,528,134,0.5369163155555725,0.9102227687835693,-0.3733064532279968,False
evol_codealpaca_heval_decontaminated-request-1-883,evol_codealpaca_heval_decontaminated-request-1-883,lora,aligned,reverse,full_sequence,528,134,0.5493777394294739,0.9009562730789185,-0.3515785336494446,False
evol_codealpaca_heval_decontaminated-request-1-883,evol_codealpaca_heval_decontaminated-request-1-883,lora,aligned,reverse,isolated_branch,528,134,0.5369163155555725,0.9102227687835693,-0.3733064532279968,False
evol_codealpaca_heval_decontaminated-request-1-883,evol_codealpaca_heval_decontaminated-request-1-883,lora,swapped,forward,full_sequence,528,134,0.5509032607078552,0.8976695537567139,-0.34676629304885864,False
evol_codealpaca_heval_decontaminated-request-1-883,evol_codealpaca_heval_decontaminated-request-1-883,lora,swapped,forward,isolated_branch,528,134,0.5408681035041809,0.9122803807258606,-0.3714122772216797,False
evol_codealpaca_heval_decontaminated-request-1-883,evol_codealpaca_heval_decontaminated-request-1-883,lora,swapped,reverse,full_sequence,529,134,0.535394012928009,0.89021235704422,-0.35481834411621094,False
evol_codealpaca_heval_decontaminated-request-1-883,evol_codealpaca_heval_decontaminated-request-1-883,lora,swapped,reverse,isolated_branch,528,134,0.5408681035041809,0.9122803807258606,-0.3714122772216797,False
evol_codealpaca_heval_decontaminated-request-93-366,evol_codealpaca_heval_decontaminated-request-93-366,lora,aligned,forward,isolated_branch,1693,734,0.8115257024765015,0.6140687465667725,0.197456955909729,False
evol_codealpaca_heval_decontaminated-request-93-366,evol_codealpaca_heval_decontaminated-request-93-366,lora,aligned,reverse,isolated_branch,1693,734,0.8115257024765015,0.6140687465667725,0.197456955909729,False
evol_codealpaca_heval_decontaminated-request-93-366,evol_codealpaca_heval_decontaminated-request-93-366,lora,swapped,forward,isolated_branch,1693,734,0.8135114312171936,0.6152864098548889,0.1982250213623047,False
evol_codealpaca_heval_decontaminated-request-93-366,evol_codealpaca_heval_decontaminated-request-93-366,lora,swapped,reverse,isolated_branch,1693,734,0.8135114312171936,0.6152864098548889,0.1982250213623047,False
evol_codealpaca_heval_decontaminated-request-8-924,evol_codealpaca_heval_decontaminated-request-8-924,lora,aligned,forward,full_sequence,530,223,1.33782160282135,0.6045237183570862,0.7332978844642639,False
evol_codealpaca_heval_decontaminated-request-8-924,evol_codealpaca_heval_decontaminated-request-8-924,lora,aligned,forward,isolated_branch,530,223,1.3404916524887085,0.6666156649589539,0.6738759875297546,False
evol_codealpaca_heval_decontaminated-request-8-924,evol_codealpaca_heval_decontaminated-request-8-924,lora,aligned,reverse,full_sequence,530,223,1.3356196880340576,0.6604861617088318,0.6751335263252258,False
evol_codealpaca_heval_decontaminated-request-8-924,evol_codealpaca_heval_decontaminated-request-8-924,lora,aligned,reverse,isolated_branch,530,223,1.3404916524887085,0.6666156649589539,0.6738759875297546,False
evol_codealpaca_heval_decontaminated-request-8-924,evol_codealpaca_heval_decontaminated-request-8-924,lora,swapped,forward,full_sequence,530,223,1.3395146131515503,0.6682924628257751,0.6712221503257751,False
evol_codealpaca_heval_decontaminated-request-8-924,evol_codealpaca_heval_decontaminated-request-8-924,lora,swapped,forward,isolated_branch,530,223,1.3455501794815063,0.6799512505531311,0.6655989289283752,False
evol_codealpaca_heval_decontaminated-request-8-924,evol_codealpaca_heval_decontaminated-request-8-924,lora,swapped,reverse,full_sequence,530,223,1.344355583190918,0.6127327084541321,0.7316228747367859,False
evol_codealpaca_heval_decontaminated-request-8-924,evol_codealpaca_heval_decontaminated-request-8-924,lora,swapped,reverse,isolated_branch,530,223,1.3455501794815063,0.6799512505531311,0.6655989289283752,False
flan_v2_converted-request-7-29,flan_v2_converted-request-7-29,lora,aligned,forward,full_sequence,71,80,1.252888560295105,0.6389943361282349,0.6138942241668701,False
flan_v2_converted-request-7-29,flan_v2_converted-request-7-29,lora,aligned,forward,isolated_branch,71,80,1.252888560295105,0.6799322962760925,0.5729562640190125,False
flan_v2_converted-request-7-29,flan_v2_converted-request-7-29,lora,aligned,reverse,full_sequence,71,80,1.391360878944397,0.6799318194389343,0.7114290595054626,False
flan_v2_converted-request-7-29,flan_v2_converted-request-7-29,lora,aligned,reverse,isolated_branch,71,80,1.252888560295105,0.6799322962760925,0.5729562640190125,False
flan_v2_converted-request-7-29,flan_v2_converted-request-7-29,lora,swapped,forward,full_sequence,71,80,1.30515718460083,0.7662814259529114,0.5388757586479187,False
flan_v2_converted-request-7-29,flan_v2_converted-request-7-29,lora,swapped,forward,isolated_branch,71,80,1.2376360893249512,0.7662815451622009,0.47135454416275024,False
flan_v2_converted-request-7-29,flan_v2_converted-request-7-29,lora,swapped,reverse,full_sequence,71,80,1.2376362085342407,0.7250543832778931,0.5125818252563477,False
flan_v2_converted-request-7-29,flan_v2_converted-request-7-29,lora,swapped,reverse,isolated_branch,71,80,1.2376360893249512,0.7662815451622009,0.47135454416275024,False
evol_codealpaca_heval_decontaminated-request-43-680,evol_codealpaca_heval_decontaminated-request-43-680,lora,aligned,forward,full_sequence,461,281,1.0211925506591797,0.5224795341491699,0.49871301651000977,False
evol_codealpaca_heval_decontaminated-request-43-680,evol_codealpaca_heval_decontaminated-request-43-680,lora,aligned,forward,isolated_branch,461,281,1.030113935470581,0.6227328777313232,0.4073810577392578,False
evol_codealpaca_heval_decontaminated-request-43-680,evol_codealpaca_heval_decontaminated-request-43-680,lora,aligned,reverse,full_sequence,461,281,1.016326665878296,0.6218314170837402,0.39449524879455566,False
evol_codealpaca_heval_decontaminated-request-43-680,evol_codealpaca_heval_decontaminated-request-43-680,lora,aligned,reverse,isolated_branch,461,281,1.030113935470581,0.6227328777313232,0.4073810577392578,False
evol_codealpaca_heval_decontaminated-request-43-680,evol_codealpaca_heval_decontaminated-request-43-680,lora,swapped,forward,full_sequence,461,281,1.017012119293213,0.634584903717041,0.3824272155761719,False
evol_codealpaca_heval_decontaminated-request-43-680,evol_codealpaca_heval_decontaminated-request-43-680,lora,swapped,forward,isolated_branch,461,281,1.0357344150543213,0.6394705176353455,0.39626389741897583,False
evol_codealpaca_heval_decontaminated-request-43-680,evol_codealpaca_heval_decontaminated-request-43-680,lora,swapped,reverse,full_sequence,461,281,1.0286197662353516,0.5347943305969238,0.49382543563842773,False
evol_codealpaca_heval_decontaminated-request-43-680,evol_codealpaca_heval_decontaminated-request-43-680,lora,swapped,reverse,isolated_branch,461,281,1.0357344150543213,0.6394705176353455,0.39626389741897583,False
correct-python-sft-187k-request-98-996,correct-python-sft-187k-request-98-996,lora,aligned,forward,full_sequence,358,208,0.5030179023742676,0.49190157651901245,0.011116325855255127,False
correct-python-sft-187k-request-98-996,correct-python-sft-187k-request-98-996,lora,aligned,forward,isolated_branch,357,208,0.5159329771995544,0.4913308918476105,0.02460208535194397,False
correct-python-sft-187k-request-98-996,correct-python-sft-187k-request-98-996,lora,aligned,reverse,full_sequence,357,208,0.5102848410606384,0.49212172627449036,0.01816311478614807,False
correct-python-sft-187k-request-98-996,correct-python-sft-187k-request-98-996,lora,aligned,reverse,isolated_branch,357,208,0.5159329771995544,0.4913308918476105,0.02460208535194397,False
correct-python-sft-187k-request-98-996,correct-python-sft-187k-request-98-996,lora,swapped,forward,full_sequence,357,208,0.5088770389556885,0.4896537661552429,0.019223272800445557,False
correct-python-sft-187k-request-98-996,correct-python-sft-187k-request-98-996,lora,swapped,forward,isolated_branch,357,208,0.5150436758995056,0.4958188831806183,0.01922479271888733,False
correct-python-sft-187k-request-98-996,correct-python-sft-187k-request-98-996,lora,swapped,reverse,full_sequence,358,208,0.5022145509719849,0.49416109919548035,0.008053451776504517,False
correct-python-sft-187k-request-98-996,correct-python-sft-187k-request-98-996,lora,swapped,reverse,isolated_branch,357,208,0.5150436758995056,0.4958188831806183,0.01922479271888733,False
tulu-3-sft-personas-math-request-20-859,tulu-3-sft-personas-math-request-20-859,lora,aligned,forward,isolated_branch,1322,742,0.49537742137908936,0.42058074474334717,0.07479667663574219,False
tulu-3-sft-personas-math-request-20-859,tulu-3-sft-personas-math-request-20-859,lora,aligned,reverse,isolated_branch,1322,742,0.49537742137908936,0.42058074474334717,0.07479667663574219,False
tulu-3-sft-personas-math-request-20-859,tulu-3-sft-personas-math-request-20-859,lora,swapped,forward,isolated_branch,1322,742,0.496549129486084,0.42280319333076477,0.07374593615531921,False
tulu-3-sft-personas-math-request-20-859,tulu-3-sft-personas-math-request-20-859,lora,swapped,reverse,isolated_branch,1322,742,0.496549129486084,0.42280319333076477,0.07374593615531921,False
